uuid,rank,parent_uuid
0e4237bd-f237-f381-5e57-220b26f2db06,180065,4d760653-e5d8-9dda-7a49-b4921fe18f19
be78febd-c1ce-21b2-b9f9-e043c450e180,135989,75d88e2b-258a-b0c8-e980-38855b56a2bc
8a9bef5e-54cb-4ccb-f33f-c7d8c4bf6ab5,932469,03e1dfe3-46e4-efe5-cbdd-1c6e210240b7
ff78e41a-2234-8eb4-1341-fbca7d13235e,144598,d0bbef9c-d3e0-42df-977b-b34e9030da31
3dea9765-c502-d08f-83a4-7626604862bf,774348,2819f696-2d87-d4ef-9cbf-ba5418fdfd7a
8d990460-9b18-6438-8a75-8168f0c3b3f2,73563,82632c9a-cdad-dedd-cc2d-e8f3a9a874e9
9cc4df9a-e06b-97a8-7062-e5275f9c1166,554599,f66ceca7-8159-129b-11b0-0e842826da4f
35664f8d-1eae-8f7a-1036-13a1bbb717f3,648997,ddfe6b91-4541-7f5c-7d6a-724f75c98088
29542c47-a336-df02-10e0-089b52d094b9,141640,3718597a-dd39-6661-3630-09cdd43bcac2
4baab3aa-a847-072c-8790-b238e447fb17,81438,12726050-f2ef-80a4-a133-a86c46249fd8
84329446-5a10-9fba-7c49-9f712f1ddaa0,737726,dad75363-2696-4103-7135-3201461c6f98
70ff971b-dc24-588f-fbdc-7c79737ca7ac,244491,fa653319-10ae-85c4-a7a3-48d9ac735c73
1094e47f-0f67-5495-7a0a-7de4a2eae722,62998,65aa5969-848e-4f37-9287-d320365935ea
9f14202a-abcd-7636-4c53-36fef8000774,2192,bf0e5310-ae4a-015e-20fd-37e1adde36f1
50f04f46-1144-3446-7912-5bfbd961889a,196917,4d1d9a39-732f-786d-ac78-dc14e0032325
2afc5889-57b8-7032-5108-d52538123646,486762,7b2af1f4-0d6d-a940-8f62-08c6ae082949
59bf06f7-0238-6954-93d3-afbce92d95be,6851,2b03a6cd-f28c-d9a9-62d4-b5579f476cf3
ba270bb3-3fc2-a9e6-ba0b-1501e45b6434,132588,da2a13f9-8c27-7b6e-d693-512ac48f217a
9d88cdb7-a5c7-5686-ce59-d2231978462e,228803,cdab277d-a957-df88-e53d-8f32ce959120
fe91baad-d472-0d0a-7425-ac3116dc43cd,16513,a129d548-c6ff-4671-b0bd-2645cedd9559
f4596896-b313-d55f-3ac2-de70696842f3,106704,2537311f-dbea-3850-7205-33afac9e51c9
2f868e1c-5b63-5568-cb1a-9c3c393b3100,696440,504f4b06-6124-a0c9-1925-2cdef5afab6f
6549920c-3cb4-7ed7-8ced-3fe1636283ce,27483,5b121c3d-5e9c-44e8-2de5-e8250bde79dc
9b77337b-046f-4d78-d565-7532fad943c3,373942,bad153db-3106-a419-e47a-55a67e584ade
0560994d-cd8d-fe50-2f8e-6cc05e789a7c,74271,7ddd0a76-f176-9941-7c06-316760ae0311
fdd902fc-9182-2571-1990-91cd2f2b36a0,190044,165b2393-456a-d9b5-7cbb-4e776445c07d
9c069e1b-673c-2bec-990a-c323dd93e61f,195318,b86b7f72-56fc-bdaf-340f-943442303c11
0894e49f-44e7-1fe7-fa92-c74a0a0b11c4,142577,1c749f29-de15-bc2a-6cef-73643a25ece0
0e2fef27-152e-4a51-506e-44e0ef6b47db,459103,f7f07fa2-f254-ccf0-a898-061b97d7e617
88565e8c-ba2c-8803-13d7-5e2154f9a003,101362,e56b0ceb-bb30-bbec-805e-d5dc7412dcb1
4c16a1da-b80b-fdcc-cf68-ca21491d2da3,5868,a90a2792-7fc3-c23e-836b-7b6271ec772d
f0a2676d-e000-71c9-36b5-72795c64ff49,10077,b0427344-6382-1eef-caf2-fa502329c5fd
f2a75305-a614-70bd-8aa1-f85f247a0102,7750,65aa5969-848e-4f37-9287-d320365935ea
d72e5f1d-71b5-7734-db56-a07f9b7643eb,325182,8428eac6-90ba-2016-7e44-8f854a542742
99705109-2441-b0a2-a189-b22830254efd,821702,8b4b73f6-f945-4d33-994d-ce87bc56365d
f03334a7-e2a0-4ca6-01c0-9bd4fcb97d4e,123611,2ce7e2e2-9b05-27d2-4a5b-96fe1661d70a
392e05ca-9b6b-140d-b304-4dfdd4196081,117943,6599f877-7c83-0c47-b05b-dbedd3db7b3a
dc60530e-cdee-85ac-0915-2b9147f1aa5f,158277,71213bcb-9569-a838-3d0b-e99ba6afe9cb
df697060-a094-c176-7a2d-00f3a8054721,125895,f11543b2-7af3-9995-2009-82096a42ed3f
453e3007-fefb-d6ec-d260-fcf61a6e094c,163084,93853d8a-48b8-f3f1-c162-7c1d3b856082
66e34caa-eff7-d06b-52b8-bb3a4519e22a,169629,f9ef7e3e-320c-3e5f-d039-4d11663d6eeb
eee841d0-e8a4-e12f-31f9-6dfb9b770daa,142437,1a9a2d66-1d24-af97-f30b-54b34e0b18ee
d2f65dde-a5f5-f458-682a-84c83877b9b4,447087,7d0e20ae-fec0-f3ba-0298-84511477ed22
54dc9ea6-2d2d-60c3-470a-40877e7830f3,235589,148d24a5-c367-925e-8b99-3671d280f9bf
002f8715-7e27-c7f5-7190-8d2968cf7dc5,77720,d5b9d6ac-97a8-1abf-c138-5c548d4acb38
c5f1415e-33e6-56bd-0420-ecac6384db63,1150292,8fae64e2-18bc-da92-c52c-00d44d8ede11
9ba1e9a8-7c76-f399-3f77-8894c2a490f9,242738,2a11c5db-8e27-48f7-9919-0d7b8b501c4e
53193031-a3db-931f-c7fe-43097798d7e2,8876,cd233e49-7a12-4f3f-8b00-090c002d5308
63917a44-cc1e-0063-ef84-388e1a1b7ee3,534736,f4853594-8922-cd9e-fcf0-55956a259a4e
7b39c2c7-d468-30f1-0f5b-eae5d6e6f183,30405,8b69af97-cb83-b6f0-789b-45f6f4211171
067121fe-e380-e60c-6d40-eb179351f565,185677,b53c28d2-9653-95b6-e503-5b207dcfd45d
4b46f715-4c71-0167-678b-8b3e75fc505d,148835,d5b9d6ac-97a8-1abf-c138-5c548d4acb38
806b07ae-7d30-b5b3-2691-05d6cdb65b59,973437,c0775de4-396d-c434-565c-e5a027f64412
66140095-24e9-604b-52ed-c38a38222ffc,165524,0fd8ccba-353b-9c24-c48e-3cfce1426d2e
070609b8-7582-5913-62c9-b44fcb257bcd,3512,65aa5969-848e-4f37-9287-d320365935ea
8a57c06e-1e5c-b6c4-811c-093226965b24,836891,ce7a546a-aeb4-10c8-a09e-e32467065f63
0e4fc0cc-c1e0-936e-5c0a-8200c3797302,766872,e70ab656-8798-4655-a0eb-31313665b74a
f3f4a97b-0ff6-d4a2-75b8-0d39411cea17,875522,392fdecd-e8fb-2391-e13b-980bfa6c818f
a6d02f0b-9403-2069-0417-a242907caa3f,74110,935f01aa-9de7-9683-827a-c8eac0f9af2d
95b70206-1841-40b3-b843-da226e4456cc,739759,41795374-90cd-cfa9-80c6-27c2c299c8f5
5ca33007-05ef-a43a-e38e-c74ad38abf7d,178513,bbd3ae58-58e2-d81c-42bf-97d4a07ac0d1
d6478690-e224-b6d3-8881-b7cbd5c34088,117862,b8383b43-e059-21d0-7b3f-592b4b863295
b241aba6-5c56-3476-7ef0-026ea8921ddb,163546,42cd77d5-9fd6-a2ce-63ec-45eebd518709
b0ca4b43-a87a-986c-c141-723cabe424ee,637955,5a23c5a9-fbe1-325f-02a7-bbec78185a38
b798fd49-7cea-ee00-f1ad-cab5ea6bf040,994290,ebb77f10-5f81-687e-49b6-97a39201b63b
dc4e5428-7a6a-1724-a9a6-5b4d49ce4d9d,453102,df891709-388e-4f37-b3c3-661f4401d000
2c664ddd-818a-6664-2a88-504c14a09087,851770,7862d927-91e4-49cb-89b4-2ba322048c15
39179ce0-0361-dee6-34f6-caafe879e703,403822,35dd55d4-c413-ea3a-000d-9ef314c67a44
0268032f-5aa6-4a3c-025e-596f87af7e0f,103658,95acbd57-b0f8-eeb6-c8f4-c71224afbe4f
4cb08cbf-2c84-5f6e-e2cb-9ef3639d2c56,272403,88082831-d51b-a01d-0853-4a4c51e446d3
d4e55f83-cb06-a323-d5e8-c2af9b7aea92,387858,fcf69d8a-acea-4510-3bc9-0e55b1208a0e
98b48966-9cf6-92bf-9606-105f547b1ce1,175080,83125aad-ad4b-457e-e83b-d725d520a513
29cbb455-f243-954d-91bd-9410d34783e2,247225,002f8715-7e27-c7f5-7190-8d2968cf7dc5
4c0ac068-d054-5931-26b9-b54605c37a96,1108123,6854359f-71e7-6243-794e-43dc01e68974
ce53c878-7a06-4096-66b4-6b76c3635665,190871,cac03be5-7f6b-8d2d-2d15-eb7b73de970d
f016f011-4528-cc2f-3749-c18024f178b1,162879,b8410ce7-8f17-cbf3-80a7-942000577dba
6a41c445-b837-4937-8bfe-e52768ed525e,444335,148d24a5-c367-925e-8b99-3671d280f9bf
88d32dde-083f-36bf-db46-8ea6a3b4d6b8,131259,f880390f-c41c-a3e1-2b63-3d0ea0af6717
f1966dbf-e4de-0959-6d47-88bd3e0380c0,713633,5b9571e8-ce96-8eee-7439-4e2bfc8a7465
e7c63dae-31f8-137c-2c1f-600c353a80d3,430815,f7f393aa-7cea-7001-2894-fce0a3aa7958
8b69a527-6dbd-ab99-3a4d-6ccccf08735e,522508,0e3201f4-0910-3dad-36b8-36f995ff3eb7
6dbbeb54-b896-e534-7229-f19af927c19d,152087,0cf83157-f7f1-fd5a-148d-a57060f22e5d
dc09b6b6-2f61-d8ae-4c3c-2cd460e6a03b,728048,4cc3ccb6-d30b-158b-25e1-dd5b177d422e
ac8ab54b-9abb-84dc-cca1-c719c487d595,173112,c2da689f-2c97-fa33-2ffa-b75ff0e079bf
985d1d30-9137-0dd6-bcf8-f8f88fe82b3b,118347,845aeaac-f23d-a2a5-bd42-c6b892289999
d531bc23-894f-1bd9-9b28-ad0b9a37a966,423896,9ab27c80-1b6c-855c-1a26-21274550606c
2db8c2e5-4b4a-16de-889d-29c8d2a2b34b,139791,e693e2f0-50bb-05ab-8a27-4078f5dacf11
7d35a69d-fa9e-c52a-5eb5-f5614f0012d2,551555,7f24cb40-ce4a-4bcb-94a4-a13f2f2e8856
e56ad201-a11b-4c64-f8e4-717729abb6bc,228317,7f24cb40-ce4a-4bcb-94a4-a13f2f2e8856
51f47ee3-159e-8ffd-a9e4-c4e9da462079,24901,e02b009b-aea3-ec3a-f79a-8529544fde86
7606c08a-750b-2e90-7d66-da5549b3e808,161387,bc146ccc-62c1-3c47-fcd6-8832bbfb70d4
5833fa35-5a57-95ba-5faf-54dc39402100,195547,af1cb234-2108-fc02-272a-5ade65278655
a3030971-7824-8330-6856-75e647fb3602,344892,548a7f1a-59b3-7cf6-279c-d43e7fbb762e
79366c07-443c-9dba-2dd8-e7e6b683759d,107918,8825f1bd-cf80-1b9d-9522-f74c692458ee
72e896b7-d43c-e379-cb2e-e2ce5535b383,173593,44113048-1d0b-e4d3-d44d-50e8dd49243e
f9c0c25c-d34c-0833-4497-23905dfbec19,242597,829cc3d1-b674-7792-a6af-cdf3a2a20eb9
a66ccdf9-37a9-5b84-ca58-b1b4f3122f3d,543628,fd44c344-e3af-a5da-c703-eca78313d01a
323954bf-46f1-b9b7-a2de-01deb870f960,202824,013c6057-a17c-464a-a0b9-fa261af3d702
2ca85ea0-064d-febe-52f5-e9aa3a060633,272864,d0bbef9c-d3e0-42df-977b-b34e9030da31
ca901ef3-14d3-b04c-f7cb-063123362606,337074,8de4fcd1-e336-f02d-b087-3b7d9d190a4e
222d4015-2ff4-450f-6192-808ef76e8f4a,125263,757f3fc7-7033-667c-2f3a-0553316b595f
e03b47e0-f25f-1e36-1314-bd65b6d16ee4,7155,3718597a-dd39-6661-3630-09cdd43bcac2
85133f97-fa41-fa80-75ff-abc703d4d276,46088,2af651b7-053e-603d-61cc-8200bc94e557
05f35552-0737-d65c-a204-be5b15a47429,90309,85fdcfb6-0bab-ad9b-6a4a-2702a152232e
d06d9665-8633-4b71-f525-5e98f2d231a6,452906,47ab0bb3-afe3-3bd4-cf50-f834a5a15f06
789fe4e7-8600-b24f-1f94-1f2881ba5ceb,162938,fd80725f-53fc-7009-9878-aeecf1e9ffbb
1e1fa5c0-b925-9c4a-be56-cc9722e70675,140070,6b7afce6-b0ca-9e61-b3bb-dddd1fcbd9c9
e79dac98-7495-521e-72c6-35c8b42b6080,131842,2f9b212a-d3aa-a8c2-6317-516127c8ba88
1a4b297e-ad45-7e22-0f9a-5e84a7bbf7e3,438476,28d5bf52-0a76-403a-8bf4-ebb7db472eec
c866b112-6333-9ff7-5954-09cb24c9e87c,137245,504f4b06-6124-a0c9-1925-2cdef5afab6f
8e657e65-55fc-5ce4-b6eb-5f659f43be1d,111036,9fdb3e16-b597-0d60-a9e1-e4b64ee1c1f8
a3383085-f4ba-31b9-fbe1-963854a0b12c,60685,d4100ba3-1dcc-37df-000b-547a386822a1
e36b8081-44c8-2f16-80b8-6dff43922adf,98599,3718597a-dd39-6661-3630-09cdd43bcac2
8a575a99-d801-be75-6098-94469647825a,286281,c3cffb5d-9b45-d78e-3688-65926897f259
176c3433-05f2-1c86-a443-93949ae65681,281758,b8d38291-6018-dd90-83ec-0723756f2949
5113c124-0cd4-6d40-0ba0-8bc6c40de294,906,455be864-c96e-a360-da57-afd9384fe563
75bed738-a05a-7947-7f9f-8b9b4530e1b9,230335,fd1cfd68-14ab-873d-f680-67ee907ba52e
3b6f694f-7e19-0865-656b-475bfcbb7ee5,111967,d83fc2b5-bf72-b7a1-7adf-f92be0bb5d8d
b6dbdf09-3558-d982-377d-1a953137b89b,95091,76c64c78-7066-f7ab-72e8-3ba282be0a06
757d5d7d-a483-6c64-3d71-225f57c177cf,133210,2eadc665-593a-c934-5088-a7490b7aa47d
74af76a6-7398-fe19-6024-45261819ac1d,127035,b762c7e1-7212-5b8f-b315-5757d6a20338
86c5db9c-1bf4-971b-7cf4-1382d1518a71,188804,ed10f541-eab4-be0b-6f86-698053e9bcda
a1d14b6f-137e-beaa-847a-8ba7ad65b4ea,220532,5087a047-80c5-4aa3-dfdf-30dd8ac88b5e
ec56816a-bc22-3c61-593a-578f7b7857db,173738,b708290b-71cb-e49f-0b88-8b799d0d44ab
eab8cb8a-6dad-68b7-5bcf-cf1f5c0c62ab,133279,5daf7ee6-c3ef-1658-a577-544fc8ceed95
f46c86c3-16ce-9a43-86cb-abf153ae5a83,894926,8f2b464f-37c8-f1c3-e3aa-c2b849f84162
fa21cb2c-8a34-fd38-9e32-c1d433a8205d,808725,140e9dfc-f9e8-a509-5836-a572c2edb632
6b31cd49-f7dd-9a89-f307-821959618db1,309046,cc62d59c-2215-2dc0-b00a-13357a3658cb
701fd812-af5e-3b5e-e6f2-f148c6543005,169074,1bd1698c-cd0f-37bb-581b-1a4b6dd1c772
78fff6f4-a243-f0f6-2907-cac16dfa8569,216754,78066fc4-c042-5d99-e136-f04d174dc42c
f7829eaa-169e-4edd-c033-d35d0bb84a46,68945,b1861b4f-b1cc-817f-7a26-a0c64adbd194
76840dba-53af-4f94-225f-44ff2dd3786f,177261,60376260-d0c4-42f0-9020-f1feeabf8a82
e7e5a267-ce84-b580-ccbf-40a17099d2aa,14668,f633d4dd-a181-f5e4-294f-1e16e458730f
433165d6-08b3-b223-595f-5c3751b85289,111540,87741e34-fba9-5878-583c-300207621331
2bd72acb-47aa-5ec6-75d7-0b0f1d137991,107091,0e8aeaff-bbd3-cebc-7b8d-dedb6c239b11
c3aeea01-1a86-0639-05a1-f4eca152d08d,469594,aa21be73-71e1-4cd1-d81f-b20177de7ae6
9d38981d-ac7f-c3b3-9fca-64cca00f252b,155113,e9fe04e2-24d5-4dc6-3276-4876e41cb5ff
7075fa68-8005-479c-f455-692d83ea167f,35385,96aabc0f-c3d8-47d1-b021-bec37d3f6ab6
749cc328-a0c3-9037-b15a-2565f4a29612,251339,04e2b747-4d81-edd7-6f46-6675b3bf0320
6db6a051-b7cd-9be3-3e74-6db610814e01,147861,70c237f1-acb9-b46e-b7ef-dcc6d4c7ae9a
e1398579-f3a9-82e0-b8f5-9075db1a6082,226033,7446249c-d559-6ca7-1267-2e5e327a14e2
3f0c047e-8289-67bb-f3b1-1aa32123f9f5,130831,008415d1-968e-0abd-3eb6-05de11b17d1d
4e9b1568-e4cd-2840-e5c2-717a5222541b,243729,e8ee8d99-88f1-2df3-ddf1-8c5f8d551687
7cc19ff7-9c62-48a0-4d2b-d3c23aca5215,532304,1e4f199c-363b-451b-a164-f94571075ee5
41d0c112-f2f2-923d-7c66-7c6917a87198,650633,b8410ce7-8f17-cbf3-80a7-942000577dba
b482d581-6b55-14fb-ba9e-d70bcaa052a3,269087,c6eaa3cc-de0f-9293-d68e-456f22d0753d
4ecb67dc-639d-f5b6-cd57-da212250cebc,86461,12b90373-ab49-a56a-4b4e-c7b3e9236faf
7642e49a-f28d-78b4-cccf-dc10c5c066f4,510607,79d61de9-c8b4-e77c-041c-364e0af02716
18286c94-3abc-04b0-0901-25a3edb5cf51,1141680,cf2b8a37-354f-2bd8-0a4d-676079a22b49
64ec3daf-ee1e-9fb2-b59d-3c4b656604b0,26692,6cbbde58-0a6b-008c-f0cb-df8867e8ccfb
2838c7e2-7ea1-1ca5-3f58-bc9b8c9708e7,179255,8b69af97-cb83-b6f0-789b-45f6f4211171
de058322-5ed2-e70d-5ce3-106484599a6b,185555,1929c6b6-261f-fe54-8f29-1d90c796a6c6
3feadd28-a9a3-07ce-36cd-c4be55a5cf86,1042088,fe46efab-7a5d-4f87-2932-f76dce72f9ef
d0028ded-3331-7bab-8014-959093b6ca62,138417,cf6d55ef-4417-dd62-19da-c6f967a00866
bf22c307-f262-925a-b638-f9b4004e3eab,549497,01e6c0e2-7ade-7764-6c1a-868f39b88444
b45837c0-122f-bbdd-223e-ae19a59e6ded,187591,75a0cfa6-a530-a1de-1d6c-9bec6ea486b7
c04b5b2f-2b58-fd1c-b73d-41bbb981b919,332818,c558bdb9-27a7-2121-6fd7-9dadd51eb5f3
aa48c850-5c6c-df4c-09c1-e6b526c02856,326985,f39c4562-6786-19a2-029d-b489aafd0bd3
3ac267bf-037f-e2b7-7af1-50b87af33265,289864,a467dd81-bf7c-dfe5-ad0f-19467d9d89e1
1df18db3-ce22-875d-09ba-7697522472f1,199954,62b83389-e4b3-0190-01fa-4142d44dd060
a6c6b13c-5e54-1972-61ff-790f7a838041,10396,3559559f-f85f-d67d-721e-99a96f1ac1e0
2e07b3b9-a4c3-cacd-2bc6-486b63e93fe9,451581,753c0487-81eb-de40-8915-0e56861f2332
76033cf8-8a3f-c001-9f1e-b9a5075e531e,740545,94dcee19-466c-2a7a-38b0-7d735c77672d
8c02546f-2919-9823-06c4-b365f5200960,113188,95b124ce-5927-50eb-d1ea-15aad4f20ce9
e9ebe0d5-004d-fdcf-3909-cfe43f338ce8,765759,bf190e5b-9223-10d8-93d3-34c592db9f82
d23dce9b-1107-e903-6c2c-f68f099da90e,174929,97e86181-40d8-4b8b-a0e7-f5454cc580bc
9f8199d0-286f-6153-fa64-db745ac58477,254329,614b7d92-153f-b397-532d-6a5ee1076f3b
82969b02-c248-bca6-e877-01cadd40e3dd,130985,41720f6f-aa97-d98e-ce1f-8597c1773e4a
65d30a1e-76d5-2e24-9262-c5f9a8ebbba1,6447,82632c9a-cdad-dedd-cc2d-e8f3a9a874e9
726402cd-0a8e-280d-a87d-ee7b339085eb,121913,1a410398-3a72-5882-99b8-6318cf594850
d8237f23-dcdd-5779-dbbc-f1d34f21d65c,559959,8135b642-49ce-6b25-5f5c-e924e43b2f6e
c9937bf3-8782-2409-93d4-d6d821f54289,150493,ad5de3e6-3670-55e6-ecec-2fcbc53d8486
8cbe0d97-6636-3b98-04ce-e6eab43d85e7,359541,74914d46-57a9-eef8-5cb9-349d7842fb8f
f5f84afc-46f1-762a-4c3a-c03a4e972051,632164,6d663307-cce7-707f-7aad-db0579929960
a36869cb-25c2-20cc-2573-580a59f9fd07,342204,b32f5ab3-f968-a346-c639-f35e840a7ed8
db1a795c-13c5-0dbd-7dca-1f32621388ac,94076,03099c0f-ed6a-d0ea-bf12-1347b36ed611
aa1bea7d-21af-9f39-03b5-6479adc40bd4,148352,1e4f199c-363b-451b-a164-f94571075ee5
05d42f36-7600-8c51-028b-66a9e026a4b4,177003,277be8f2-db77-4041-ac93-fb74420cea5b
08644a69-76ed-ce2d-afff-b236a22efa69,635,df662812-7f97-0b43-9d3e-12f64f504fbb
709fbb3a-60fd-db06-e451-be6c1199803b,146812,b5276bfd-8f37-4f7b-9951-d2866e2309d8
c604975d-865d-35df-d57b-ca7a1a84cfbe,553318,690ed074-0c05-8971-c5a2-3eedf1eb3d3b
35761487-bf16-4027-8013-16dc75dbbfd2,208927,3524c45c-ff03-f813-36e9-284d2d42c55a
efd06ed9-a3c6-0b83-d00e-273f3d0df6ac,405827,980d3930-d59f-4747-1099-9a422150a741
df89e359-d54b-2a5c-489c-17a8325c9c51,219442,0cf83157-f7f1-fd5a-148d-a57060f22e5d
0bf92399-969e-a1c2-27fc-896e031809e7,333739,9eee3af2-f248-e05c-f777-2ae4cdfe91ab
e149a8c0-7814-b829-38a0-e75e536f9a02,305563,e03a313c-c57c-9370-54fd-1a3527d3c5f5
ba00d13e-f052-5d22-7a2d-6037d343635c,141960,2c23e7ad-4441-5320-fdf9-5aa7007fec0b
1c395cb5-fb59-bb3d-5b5c-75afa336f54a,209565,4522b60d-0b04-827e-2b6c-6eaf236cf636
5eb45875-4a3b-1199-0e71-13b4aa4dacfd,385129,e021ca18-0183-6f63-01c9-965b18fcc734
a680a512-094f-f06f-1f5c-ac3aa53f9675,177317,90527fe9-6708-8591-948f-824e0653b795
3169d03f-5e50-5c20-2c48-32fe138e6d4b,679087,42067ea1-9e65-6711-7527-7033e560ed83
097da7d6-b251-7d66-c3f1-0ceac047b78e,1147315,f23fd798-2cc4-426e-c670-13e81ba24806
3880c672-21b8-60a4-5446-d1978aa46e3d,705463,2d65b9f3-4d6e-ec93-1d98-6439131f8809
353c878a-60e4-1d5d-8c8c-feb366cd7e3b,73593,805f26d1-fc55-afa0-14b4-0ba03b8f001a
45758c74-840d-0451-c7e6-716c381aebee,694748,912c135b-24b9-a8dd-2813-61e3c3f4c7db
c48f6f50-a2f4-3143-9a23-8d96c099d584,107121,cf6d55ef-4417-dd62-19da-c6f967a00866
eb6122f7-8a75-0fe8-77a0-2c76a6855179,9486,0e17d1a2-1f8c-728a-14d3-2a535f59c281
6666f478-c5f7-5611-ae59-8f3a29110a97,72026,3718597a-dd39-6661-3630-09cdd43bcac2
4185262e-8550-57f6-1aba-e4c9a0a91532,339777,aa21be73-71e1-4cd1-d81f-b20177de7ae6
29cbd244-4d7b-202f-cc0d-83aeee248ac7,954671,b8a7e0fb-f71a-0c7c-bd08-4a35e4b385e7
664dc808-43ac-0958-8348-3fa945480d8e,114537,af2b29ba-a413-7cab-caf6-1cb300c57964
7913efc1-6493-85b7-6854-78ed16991b01,853045,d3162659-8be1-ee06-3fe5-a4672c6043db
22a5d5c3-9ca9-8b58-7012-7f6810b0a4ec,287248,841e8f60-a9e4-7543-3aa1-d9a1428617af
64b7d1da-2811-720f-a44c-de56982d3f37,335076,43bc2fad-558a-e648-4703-46e21faf4f5d
94325c16-c7c0-041d-8486-a6b95f099fc6,61530,01e6c0e2-7ade-7764-6c1a-868f39b88444
dd9b11f1-6631-571e-1c98-c2dbfbb4f926,12153,bcfcc3bb-a92e-c787-1611-cb2df62e470d
8273598e-89f0-bec8-936f-99a3cc2f8388,172411,39f5efe1-1a49-43b6-769c-953ed5af8a32
517b658a-e694-2535-d8e0-c10c8cba87ff,132209,8e3002b3-5acd-6376-e44e-9457ea6b1c96
554c4d04-e458-cb1f-5611-029ce8b77464,134291,cd19ea0d-745c-e3b6-d819-30b91caf8ebb
6138ccc6-d342-549d-d3bd-97c51a82d7ef,5690,f66ceca7-8159-129b-11b0-0e842826da4f
33a9c9f8-ad56-b9fe-47ab-9275315a20b9,160690,148d24a5-c367-925e-8b99-3671d280f9bf
16ac9400-f461-70e5-f41a-c72575c269c8,240677,2140688d-90a4-d4c2-a3c9-59c439acbb3a
ef44a091-71be-3c1f-dbcf-3d890609dd04,1206019,ec248469-a81e-9564-1e87-216de6329bfe
77b3c5a9-da74-9919-1d0a-5654721566ab,398692,889cd07c-596e-e4c4-fc80-ac3a061a4fa8
da59d9aa-2409-112f-045c-b480dbacc1d7,262774,ec2e0cf5-8e1e-982e-162f-15775178ed03
be5bc20b-b427-6341-09cf-ae84827c0bd1,104541,1ca89ec6-a938-cdff-fd19-cde5a7820678
808e3e35-b043-212e-beb6-f6abe5846103,141499,b1c5d726-1242-7ae0-98d3-71e4f0c6578d
ff544056-391b-c7b0-b2cf-fa0787bbc2bc,214009,1d305e98-c709-b204-64b4-d4d642881b7e
1b5702b2-938b-7469-1bcf-eb542ca5b9c5,719617,488881b5-6ea3-43f1-b295-e40790ec6e96
3ca5eb2f-0eed-a808-2354-12c35d397743,12628,ecc088ad-9166-7a72-e77b-1e702f278763
6337af54-7d11-7e3e-0143-5f89c4b40c23,208523,8ee63939-bd06-6699-f575-dffcecb71daf
5e7a1d76-30df-e78e-b455-ffef56a878c6,164674,ce8dee5c-e5fb-b89c-a919-e01caacdd15b
1e938a49-3e1f-3396-e0a5-db616b351cd9,309805,7fbf26a8-0233-0a92-497e-12006e63b512
2516c3c9-5083-6da7-a837-000ddb1523d1,833834,632e88df-0998-6758-7f22-5da619c179f8
d7999969-75af-5e36-31ca-598922323c16,220426,65ff6a7f-d3af-68b4-33bb-08a46d19bedf
1e334690-b34c-b520-0884-1588b10a9f65,170236,e60d7e93-b463-a7c7-63a4-65a9cbb2ea92
c515cf3a-45a7-61bf-2b97-6fa278a75449,132906,1a9a2d66-1d24-af97-f30b-54b34e0b18ee
852a7044-a1aa-de24-fbd1-17a2db566460,32200,0f38beda-1a8a-597f-bca5-08cbe3fb7061
ae9fc247-dd95-c4df-2974-295b696e9f5a,300378,7f2f68a0-79ae-5cdc-c752-ee36357f5210
94fe7995-9190-026c-15a6-647cc89566d6,427089,8c6ba5e6-da07-d44d-09f1-40075ae4b964
6a04e04f-4cab-6064-2f9c-35e2125215dd,189230,028d3773-ba62-2d98-4143-51468947e54c
553d68fd-b4df-ac8d-a6bf-d42762d10a97,178505,f890ea11-a236-3193-e851-b5d4c1d648b0
8fe118c0-9115-624e-61db-20c57c528711,141343,7e196860-f41e-435f-8215-d2c50c9c46e7
9ec7fb1c-9728-e3d9-fa93-de50ff5ef8ac,198659,c1f1cd46-0bbf-09c1-8f45-05d2ef75c5f6
d5751380-de16-dcdd-3e7d-1fb835fb718d,398339,98b11458-1ab5-d187-9f07-9aecf9455aa8
7f6ba04e-49ed-bb9e-a0de-a0048600d9af,376658,d5f3e455-941f-bab7-90d5-067713971035
a35b9939-1375-dec9-4351-1320496c7fa5,303113,5ef322bb-ce87-ee93-8487-d676db42a11b
594b581f-c01b-64dd-87f4-6c875fd757f2,116947,aa43dff9-0afd-9cce-7db7-034ad8895ac8
07b60f6c-9041-31db-918e-2554f3738b99,123306,191adc04-f88a-c5d2-1d6a-2d93870e7de0
29b6b440-d473-4b7c-c511-5d89ac4cacb4,752267,6b4941dd-9ebb-54e5-0f6f-fafe9da95f1d
1d8d5671-cccd-41df-fe76-41be3d9e4fab,571475,8b4b5c21-31ef-5c5a-4140-a290ec6ac763
d9c05796-88dd-3287-3d4d-16b13afffe00,169162,94a638f6-73b3-4377-bc77-6011b6503629
c871e553-c248-e14f-b1ad-a2ebef0a0103,464000,b86e4ef5-bff4-0725-495f-d98d90abaa76
c7b1f6dd-e46d-0f46-ff29-c326d2e58521,220529,1f2d7988-b461-f905-b8ab-c9a773063bd7
2b57190e-c8ad-22ab-dee2-427f15842024,298999,57d5fa97-fcad-415c-a320-151bef1baedb
f1346d25-10f2-d2f8-f807-8dc3c2d7a407,252403,7bef182e-9145-8a5a-978c-963f1ae67113
