uuid,rank,country_code,region,city,investment_type,raised_amount_usd,post_money_valuation_usd,investor_count,org_uuid,lead_investor_uuids
8a945939-18e0-cc9d-27b9-bf33817b2818,348141.0,USA,California,Menlo Park,angel,500000.0,,4.0,df662812-7f97-0b43-9d3e-12f64f504fbb,3f47be49-2e32-8118-01a0-31685a4d0fd7
d950d7a5-79ff-fb93-ca87-13386b0e2feb,324083.0,USA,California,Menlo Park,series_a,12700000.0,98000000.0,4.0,df662812-7f97-0b43-9d3e-12f64f504fbb,b08efc27-da40-505a-6f9d-c9e14247bf36
6fae3958-a001-27c0-fb7e-666266aedd78,202276.0,USA,California,Menlo Park,series_b,27500000.0,502500000.0,5.0,df662812-7f97-0b43-9d3e-12f64f504fbb,"e2006571-6b7a-e477-002a-f7014f48a7e3,8d5c7e48-82da-3025-dd46-346a31bab86f"
bcd5a63d-ed99-6963-0dd2-e36f6582f846,187933.0,USA,Colorado,Denver,series_b,10500000.0,,2.0,f53cb4de-236e-0b1b-dee8-7104a8b018f9,
60e6afd9-1215-465a-dd17-0ed600d4e29b,228856.0,USA,California,West Hollywood,series_a,,10000000.0,1.0,4111dc8b-c0df-2d24-ed33-30cd137b3098,fb2f8884-ec07-895a-48d7-d9a9d4d7175c
4a56483e-d637-65fa-a2b4-abe6613e5c6b,361467.0,USA,California,West Hollywood,series_b,10000000.0,100000000.0,1.0,4111dc8b-c0df-2d24-ed33-30cd137b3098,1787528e-7bd3-a500-ba86-ac55205e7e21
7066cfde-674a-0fc4-514c-bf3c9b0d7b2e,316875.0,USA,California,San Francisco,seed,1500000.0,,4.0,3d16cb4c-911e-75c0-de5a-15c316b39f98,
0c000adf-4d17-3ebe-bbfc-74d7e691f9e8,366059.0,USA,New York,New York,series_a,6300000.0,,3.0,56b5f0c1-855f-2ebb-083f-16641f1db2e1,4a4f6a1a-40ec-50f9-a928-8f7087e973c3
e5b9d3d3-cdf5-b481-c42f-bb818225402c,108714.0,USA,California,San Francisco,seed,40000.0,,2.0,21e77067-5537-408e-cad7-e5e72bb6ad86,
7a65fabf-64bb-51b4-7e8a-bb20a33aa38f,231958.0,USA,California,San Francisco,series_a,3710000.0,21210000.0,6.0,21e77067-5537-408e-cad7-e5e72bb6ad86,
18c9eabc-61c8-fae3-d411-89ac65972882,279429.0,USA,California,San Diego,series_b,40000000.0,,4.0,ea091a8c-40e0-0607-e05a-86e734f94ade,"a6c7c343-c004-6a4d-6c67-d856cc0ec2c2,1dd75c3c-5689-e307-dbc0-fd02ddf309f1"
1ba57957-fdbd-1b57-9333-8060fa80069d,363750.0,USA,California,San Diego,series_a,13500000.0,,3.0,ea091a8c-40e0-0607-e05a-86e734f94ade,
c0e0270c-3a54-430b-d4f4-f991471dc2d8,91667.0,USA,California,Palo Alto,series_b,5700000.0,,2.0,59fada33-1595-de45-b362-062a04cf51cf,
35fa83eb-4d9b-7537-f414-1dbdb5a3aa78,320478.0,USA,New York,New York,series_a,1500000.0,,1.0,b528bd22-cce5-c60c-c79a-b4d995f66993,cd888a28-5339-b9f0-3aec-9a98c82fd447
3fab79c8-5a28-7109-5a48-12c3ba86c325,112119.0,USA,New York,New York,series_a,45000000.0,,5.0,90e234e5-c045-f851-e6aa-291af5d270fe,"60b5dade-24ed-84b0-99e2-1ecda554a1ab,0c867fde-2b9a-df10-fdb9-66b74f355f91"
77fa462f-42a6-d077-b315-a67ceb8dad9a,295796.0,IRL,Dublin,Dublin,series_a,13200000.0,,1.0,6ec85818-e24d-4789-660e-9cda11bb86fa,
8ab0ed8f-2ca6-586d-e6f4-14b8ecec5742,119931.0,USA,California,Sunnyvale,series_a,3800000.0,11300000.0,3.0,91f5ca18-e026-9482-8e4f-22593943e0f5,
f90a9ae9-9946-3afd-49f9-3df8b31b5d7d,253300.0,USA,California,San Francisco,series_c,10520000.0,,3.0,f43648f4-f341-401b-3b0e-0219683e9ada,
d2400bc4-db2c-d024-cf64-06367562ee5d,266612.0,USA,California,San Francisco,series_b,6500000.0,,1.0,f43648f4-f341-401b-3b0e-0219683e9ada,eb9ce478-e454-486d-9d1e-a4c53e655bdb
333469a0-2b9e-e070-b4a7-7cb2c1548db9,302618.0,USA,Virginia,Vienna,series_a,2500000.0,,2.0,fc89cfde-a28e-e12c-443c-edccb6c93fd4,10f60270-a903-4786-68d8-5b3dff93b73c
e95ec499-4dc4-cf0a-5afb-dc8b1dfc65f5,220945.0,USA,Virginia,Vienna,series_b,5500000.0,21000000.0,5.0,fc89cfde-a28e-e12c-443c-edccb6c93fd4,"10f60270-a903-4786-68d8-5b3dff93b73c,a0a1490e-9ad3-6f89-ab4a-92fe8fd24022"
41cca91a-272a-744b-55e0-7a11eba512ed,117309.0,USA,California,Sunnyvale,series_b,8500000.0,42000000.0,3.0,91f5ca18-e026-9482-8e4f-22593943e0f5,
6ec8aec5-1eef-3b89-601a-8ec56554a207,201976.0,USA,California,Sunnyvale,series_c,7000000.0,71000000.0,4.0,91f5ca18-e026-9482-8e4f-22593943e0f5,e0906c05-fae5-9591-ba5f-2142d8b0065a
b150acb2-6bde-3569-f048-bbcd6f1ae5f9,207447.0,USA,California,Sunnyvale,series_d,9000000.0,131000000.0,1.0,91f5ca18-e026-9482-8e4f-22593943e0f5,65ee9a90-bb84-32ca-bb0c-59020fae9a20
4bfaff7d-4b79-b73d-1fa6-42ff8725da75,6232.0,USA,California,Pasadena,series_a,5000000.0,,6.0,11352c70-21bb-b546-e9b2-723a4be03075,60b5dade-24ed-84b0-99e2-1ecda554a1ab
3eb015fc-4032-1173-74e5-a4bfba6f9dc7,217689.0,CHE,Zurich,Zürich,series_a,2250000.0,,5.0,9cf1e3e7-eec5-21c4-1034-7fc8befad0ce,
b5a06b5d-76de-7fb5-2442-1b5e20313ac7,311209.0,USA,California,San Diego,series_b,12500000.0,,3.0,f0c65c5c-30f9-896e-f6d7-acd6026acd2e,18019029-7c3e-8476-c4f3-9216298db9e1
4276294a-0398-7e63-2b68-78edcd9d537c,235870.0,USA,California,San Diego,series_c,26000000.0,,5.0,f0c65c5c-30f9-896e-f6d7-acd6026acd2e,30b3efdf-6024-804d-ea55-c4d1a8dfc86c
4b50fe59-eebe-3d11-0e17-c354d6045385,323734.0,USA,Texas,Austin,seed,1000000.0,,2.0,dca84eab-ed98-af47-7183-7420856db9ef,
a58ec48c-3762-1a12-70bc-3e9bfc3e794c,142903.0,USA,New York,New York,series_c,30000000.0,,2.0,e867f917-49f4-717c-a827-1b2269d9bdb4,"30b3efdf-6024-804d-ea55-c4d1a8dfc86c,7671a683-dfb6-a12b-9c1d-d1b29b011d54"
ce95f9f0-3356-7175-820b-0e876e273c6c,150794.0,USA,New York,New York,series_b,26000000.0,,1.0,e867f917-49f4-717c-a827-1b2269d9bdb4,c0b362f3-8909-2424-b225-7925b1cff6e1
cf4af936-2486-e1e7-bf1d-52399434dd90,276694.0,USA,New York,New York,series_a,5000000.0,,3.0,e867f917-49f4-717c-a827-1b2269d9bdb4,
0cb94165-2205-481f-c6e3-19972faacde7,275934.0,USA,Arizona,Tempe,series_b,6850000.0,,2.0,b93d25ff-cf38-929e-57a6-b40bf77db9ca,2d0a5bf0-e53e-9a07-2243-9bcd561421ec
373f1103-47c3-f330-e479-ddfbd13b605d,211555.0,USA,Arizona,Tempe,series_a,6000000.0,,1.0,b93d25ff-cf38-929e-57a6-b40bf77db9ca,beadb218-e5fa-2686-bc95-4dfaa9acc2e8
eef833bb-eabc-feb4-c866-074eda879500,146154.0,USA,Florida,Miami,series_a,6000000.0,,2.0,d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,
106fa953-e1ff-5f52-c81c-bb026fabda6c,106323.0,USA,California,San Francisco,seed,700000.0,,1.0,697df046-5264-0394-1ff2-7109a0d6e848,
eed47add-d7cc-454d-1f66-f581c50e6dfe,222774.0,USA,California,San Francisco,series_a,4000000.0,,2.0,697df046-5264-0394-1ff2-7109a0d6e848,b5d0d7dd-cfc2-4c56-9ed4-847db73f8cee
722377ce-97b6-d534-1d93-9ebc7ddee63f,117457.0,USA,California,San Francisco,series_c,20000000.0,,6.0,4c8d7754-50b1-a165-3dfe-a5d62877bbb6,"65ee9a90-bb84-32ca-bb0c-59020fae9a20,8d5c7e48-82da-3025-dd46-346a31bab86f"
5709de30-a183-967d-5625-5c91a123c0d9,213704.0,USA,California,San Francisco,series_a,7500000.0,,2.0,4c8d7754-50b1-a165-3dfe-a5d62877bbb6,b08efc27-da40-505a-6f9d-c9e14247bf36
cb0f7248-7453-b59a-d068-422f342c3005,131228.0,USA,California,San Francisco,series_b,12500000.0,,4.0,4c8d7754-50b1-a165-3dfe-a5d62877bbb6,79297d7a-2f48-e004-b9c4-0a242ba21a4b
b620735e-8728-3a3e-749d-2d296cc2102b,180784.0,ISR,Tel Aviv,Ramat Gan,seed,3000000.0,,1.0,e691c0a6-1f9c-8b4e-4287-c36f91d892bb,
f08538d2-6602-98d3-e8cb-7a564a801197,335676.0,USA,California,Fremont,series_a,4000000.0,,1.0,5b05e013-a448-3a0b-d872-a6ae668e1192,1f561789-f63e-fc82-b7a9-edb81bf97db5
a668d2be-7323-5489-48cb-72b1e4f0ce98,208789.0,USA,California,Palo Alto,series_b,15000000.0,,3.0,8a899f9c-886e-2b9c-378e-49bbeb316cfc,
11c299a4-33b0-260e-5fe2-3e650d84c2e5,156545.0,USA,California,Palo Alto,series_a,5000000.0,60000000.0,4.0,8a899f9c-886e-2b9c-378e-49bbeb316cfc,"f908683c-5630-9ceb-e947-de13d2a04d3f,ac60af0f-d426-5340-cf97-134c478e487a,5a80638f-1e6e-bf9b-4605-a7f81e092a4e"
67f4028e-d900-a8d8-1acf-56ffd181891f,123993.0,GBR,Leeds,Leeds,series_b,19500000.0,,3.0,1c87b337-8256-711a-a78f-10a90009b3c3,
8c41692a-4552-3ed5-e3a2-a55fd5a5920a,173383.0,GBR,Leeds,Leeds,series_c,18000000.0,,4.0,1c87b337-8256-711a-a78f-10a90009b3c3,
f64e8397-9f3c-045b-e172-917513079a36,165633.0,GBR,Leeds,Leeds,series_a,8000000.0,,2.0,1c87b337-8256-711a-a78f-10a90009b3c3,abe91173-e426-01ec-361c-651504d28f48
c4445d44-2368-3a00-bb1d-8964a245f3e8,362060.0,USA,California,San Francisco,series_a,1000000.0,,3.0,1ecfb336-a948-b94a-7741-46aa44136e3c,
47d6027e-4784-ec3e-d751-654a9020629b,300563.0,USA,California,San Francisco,series_b,8000000.0,,1.0,1ecfb336-a948-b94a-7741-46aa44136e3c,e2006571-6b7a-e477-002a-f7014f48a7e3
cbc8fb6c-27e7-3361-f6b4-a658a063c396,363991.0,GBR,Oxfordshire,Oxford,series_a,,,2.0,2aa969d7-5361-dacb-e9f1-dc53814a319a,"60b5dade-24ed-84b0-99e2-1ecda554a1ab,2c8502f9-cf1a-7b91-9f10-7976a1bf753a"
040fee6f-08ee-b05c-71e5-44f08f678ad1,89873.0,USA,California,San Mateo,series_a,5000000.0,,2.0,3d02b92f-668f-1a97-5c12-5d7646ae3ffe,
e084f48d-ca4d-ceb7-5f7c-196a928f53c6,124413.0,USA,California,San Mateo,series_b,20000000.0,,2.0,3d02b92f-668f-1a97-5c12-5d7646ae3ffe,65ee9a90-bb84-32ca-bb0c-59020fae9a20
de85ab56-c6b4-7baf-dc33-3820e7797415,263760.0,USA,New York,New York,angel,100000.0,,,93ef5a7c-8369-f255-8533-0861c3ad43ad,
cf4bff99-ee8b-e08a-439d-7ad49ce044a1,89293.0,USA,New York,Schuyler Lake,series_a,7000000.0,,2.0,d68fcedd-3a0d-28f9-4805-9f22211c364f,"7e3a7b7b-81a6-b791-3ee9-e3de3785990d,b97d706a-02b0-a16e-84d1-b45b272dee29"
149e8056-278d-e195-a368-60075c1528d1,208426.0,USA,California,Burlingame,series_a,4000000.0,,2.0,42d01582-809b-095a-6576-886cbb6dce51,"beadb218-e5fa-2686-bc95-4dfaa9acc2e8,3213cd7d-06e0-3ecb-3359-29aa8deddfa6"
efa66b6d-4abd-4b5f-8998-785c175532db,191032.0,USA,California,Encino,series_a,4250000.0,,3.0,ab953126-0de3-ff97-9678-cc4fbd89d73d,0790d0a7-0632-2d51-f7a3-cbef5ddc11e0
d2892419-f20c-0b9b-1b06-49615492ee88,187711.0,USA,California,San Francisco,series_a,5000000.0,,1.0,cfe3ce79-49e0-77e4-7d45-7c75b902ef04,
86145b88-870f-6946-6280-25117f748673,259482.0,USA,California,San Francisco,series_b,10000000.0,,2.0,cfe3ce79-49e0-77e4-7d45-7c75b902ef04,a4aa27bd-c688-65b1-a02a-4f02d021d958
6dec9d2c-282b-1233-3f30-4d2512cb15bd,163133.0,USA,California,San Bruno,series_a,3500000.0,,1.0,eef9eab2-4c50-f0a3-12b8-ce721fa2cc81,0c867fde-2b9a-df10-fdb9-66b74f355f91
f148ced9-f388-4913-ad87-a88db33ce9b0,188031.0,USA,California,San Bruno,series_b,80000000.0,160000000.0,2.0,eef9eab2-4c50-f0a3-12b8-ce721fa2cc81,"7556b83a-5479-6f65-72c6-99ab8c3bc81b,0c867fde-2b9a-df10-fdb9-66b74f355f91"
485cd186-7b83-8bab-6d94-a58bd44dd7d4,180168.0,USA,Colorado,Denver,series_a,3000000.0,,1.0,f53cb4de-236e-0b1b-dee8-7104a8b018f9,
cee8e665-ea0d-d853-2694-77f2948c1e38,336253.0,USA,California,Mountain View,series_c,20000000.0,,2.0,b2995b09-230b-460e-ee0e-cf8c8ad2cd18,f3716725-552d-b9b5-59ad-de4ec64b1751
c6b6a901-3ef1-7301-31e0-bb8429a4cf5e,24583.0,LUX,Luxembourg,Luxembourg,series_b,18800000.0,,3.0,9a0e860a-7743-28e2-05c0-2b08646d0fe1,"60b5dade-24ed-84b0-99e2-1ecda554a1ab,eb9ce478-e454-486d-9d1e-a4c53e655bdb"
d8aa66f8-fee1-d585-da4a-6879e4b6b348,95855.0,USA,California,San Diego,series_a,6000000.0,,1.0,25a80a95-9edc-792a-88b3-c666ba64b181,9fde4f34-ea24-f85b-3ff1-298c38ea39b4
30caabd3-df0a-2123-2475-1d8e4b3047fd,230476.0,USA,California,San Francisco,series_b,7000000.0,,4.0,301ed09b-263f-660e-fd1c-eaac39b549b9,1787528e-7bd3-a500-ba86-ac55205e7e21
b22a677e-4530-7d0a-d7b5-aed04393a2f4,311787.0,USA,California,San Francisco,series_a,6200000.0,,3.0,301ed09b-263f-660e-fd1c-eaac39b549b9,fe5a4983-a46a-2fc2-5633-e35e0a86b694
b7047463-db03-36e0-e008-aae5b40fa816,304529.0,CAN,British Columbia,Vancouver,series_b,9000000.0,,3.0,3b7e9147-7a9c-802b-4809-7daed9ad6eff,1933bfff-95b4-d315-fc0b-c37ce7839775
e9d908ea-05db-90b2-f3c4-8da70f98804a,190480.0,CAN,British Columbia,Vancouver,series_a,3500000.0,,3.0,3b7e9147-7a9c-802b-4809-7daed9ad6eff,1933bfff-95b4-d315-fc0b-c37ce7839775
fac3a91a-8145-d98c-8dc2-302afc7de82a,214657.0,USA,New York,New York,series_b,8500000.0,,3.0,5f2b40b8-d1b3-d323-d81a-b7a8e89553d0,"e2006571-6b7a-e477-002a-f7014f48a7e3,f4d5ab44-058b-298b-ea81-380e6e9a8eec"
44dc7666-15a2-9f51-4a7a-d7015f612185,348251.0,USA,New York,New York,series_a,2800000.0,,7.0,5f2b40b8-d1b3-d323-d81a-b7a8e89553d0,
8b1738ed-3b3f-57e8-8f1b-9a497ad3e441,115133.0,USA,New York,New York,series_b,6000000.0,,3.0,932adf20-03c2-9500-6239-515183dbeb8c,"95489f22-86a1-65b2-e005-e6abeeaaf204,d29973c3-95ec-691d-defd-6a6ba713c72a"
117cb4bc-01ba-029e-d772-09f108b3d481,187000.0,USA,California,San Mateo,series_a,,,2.0,622e63a9-147d-c538-57e9-03e9afb884e6,
eca60db0-933d-2f32-c6ff-5ef36d1b385d,101318.0,USA,New York,New York,series_b,3000000.0,,2.0,9424e721-4ebf-90cf-39bd-311f128c0236,
ad46f52c-4242-0915-896b-b3eff374bc6b,312749.0,USA,New York,New York,series_a,500000.0,,7.0,9424e721-4ebf-90cf-39bd-311f128c0236,
9e3595c8-1d1a-9d79-afdd-6c765a054a50,207613.0,USA,California,Burlingame,series_b,6500000.0,,4.0,ac32bb92-c70a-d1de-3703-e285c46ecdb5,
e706f22e-d9d3-214f-7a76-6c1417478c59,309832.0,USA,California,Burlingame,series_c,8000000.0,,1.0,ac32bb92-c70a-d1de-3703-e285c46ecdb5,edb8918d-b62a-803f-7259-bc4d70c8b83e
22fe6a4a-b76e-7b39-fe94-03d84f04e171,123833.0,USA,North Carolina,Morrisville,series_a,5350000.0,,2.0,65787f75-2ed0-7a08-b434-2eb225c1ab67,64c30a37-942e-db16-e7e4-ca620f01b270
f483f638-4140-992f-fb58-fbce7fdd2201,307778.0,FRA,Ile-de-France,Paris,series_a,4000000.0,,1.0,bbb6b150-639e-1b33-728d-0cfa1ffc9597,2c8502f9-cf1a-7b91-9f10-7976a1bf753a
130d7bd7-a132-4133-733b-577177cb8d48,115190.0,USA,California,San Francisco,series_c,10000000.0,,1.0,e4d10a5e-9ec1-88b6-9acf-d8585c89bcb3,fe2d1e8b-f607-3c9f-fad7-98fb8412f77e
6515b085-564a-f6e6-1026-b4bd6b5ab564,301470.0,USA,California,San Francisco,series_b,5000000.0,,1.0,e4d10a5e-9ec1-88b6-9acf-d8585c89bcb3,beadb218-e5fa-2686-bc95-4dfaa9acc2e8
7e5471ee-04dc-5b6a-1305-97aa2fffc246,173117.0,USA,California,Menlo Park,series_c,44000000.0,,2.0,98cd9691-c7ca-dd25-0dd4-665b52e9797d,e2a753f1-1247-b2f9-1f97-c5f2c1ec7b0a
f61ea23f-5cff-39fc-b57c-b88da9f3052e,164748.0,USA,California,Menlo Park,series_a,15000000.0,,3.0,98cd9691-c7ca-dd25-0dd4-665b52e9797d,
85becc4e-0a0f-15c4-1a98-1e16365aab47,206660.0,USA,California,Redwood City,series_a,3200000.0,,,716de5ea-3a3e-fad9-c94a-0b5e05f33e8a,
f15aa9fb-b90f-b621-160d-d7e62925478a,275769.0,USA,California,Redwood City,series_b,8000000.0,,3.0,716de5ea-3a3e-fad9-c94a-0b5e05f33e8a,c202c28e-7732-0a9f-381f-61c1264d6c7c
9ad9b6c9-a647-f5cb-3c4b-8256adeef6db,328927.0,USA,California,San Francisco,angel,50000.0,,1.0,750a84d3-78c7-8e3a-970f-f66e62626ff3,
f8550176-fe5b-1d5c-bd4d-048b4e488d61,129425.0,USA,California,Santa Clara,series_c,15000000.0,,4.0,b62feb13-991c-2ae7-8faa-0b96d9a69ec6,4ab1b039-d9ce-f96a-06e7-f737e37eee08
1d3d5ca3-87aa-54e1-788a-e2484a4d5124,341706.0,USA,California,Santa Clara,series_b,8000000.0,,1.0,b62feb13-991c-2ae7-8faa-0b96d9a69ec6,28d3ff99-0fcb-dce0-8c56-f6d2678c66a1
91f71a7e-7160-120e-3378-2d362554ff15,351309.0,USA,Washington,Seattle,series_a,1500000.0,,2.0,5c6f4d9e-dc72-e018-ee21-71cd23f698ad,"cf253887-5eac-21a2-28d3-47db7311f7e9,322e7871-ed3c-2cd6-9204-4a498d07bc91"
7c697c93-e2a2-3848-a59f-46839ec65144,97776.0,USA,Washington,Seattle,series_b,7000000.0,,3.0,5c6f4d9e-dc72-e018-ee21-71cd23f698ad,
4ed96e66-fd56-c722-b294-c41d84b537bb,177619.0,USA,Washington,Seattle,series_c,12100000.0,,6.0,5c6f4d9e-dc72-e018-ee21-71cd23f698ad,23cdc874-bb58-4926-9ef3-f7f96e1b06eb
0b109205-8a54-96f5-a0f1-e7ed0bbead80,220546.0,USA,Washington,Seattle,series_a,2300000.0,,3.0,b5f351ca-6fc1-3661-e3fb-a498ce4b1a47,043d9e52-dcc0-0dd8-6074-206e42e20e13
3a6c3432-1d5b-252b-1397-75b547346121,296560.0,USA,Washington,Seattle,seed,700000.0,,,b5f351ca-6fc1-3661-e3fb-a498ce4b1a47,
93351269-e78e-828c-0473-5437537b0d16,9034.0,GBR,England,London,series_a,5000000.0,,4.0,8249dffa-1ca6-6f99-9f76-d56c83f85f2d,60b5dade-24ed-84b0-99e2-1ecda554a1ab
7b0aea75-5d18-6710-416e-9a27b6b086b6,311560.0,USA,California,San Francisco,series_a,1500000.0,,3.0,2c0b76f3-f98d-e778-7fc9-d057f93fe995,0c867fde-2b9a-df10-fdb9-66b74f355f91
a3cc063d-8d41-89a6-6fb0-f29bc6453455,313172.0,USA,California,San Francisco,series_b,15000000.0,65000000.0,3.0,2c0b76f3-f98d-e778-7fc9-d057f93fe995,
36043f36-ecaa-1f97-b11c-a61988e2d61b,222214.0,USA,California,San Francisco,series_a,1300000.0,,1.0,6293e606-09d2-e1d1-2de7-7072b76cafeb,d0cdfdc0-517d-ce18-4a74-194f506bccad
3eedda71-b681-f6a9-cf96-270964889971,164178.0,USA,Washington,Seattle,seed,500000.0,,1.0,bca6051d-bfab-c24b-bc0b-9ecaabf35feb,
fd9d16df-6e46-c84c-5a34-c52f0c5c6713,230974.0,USA,California,San Francisco,seed,1000000.0,,5.0,239683e5-4cbc-e4a7-8057-d8a6e5b90e52,
4e002acc-b124-4ab0-8bbc-cfeacb90c9e7,191233.0,USA,California,San Francisco,series_a,15000000.0,,2.0,239683e5-4cbc-e4a7-8057-d8a6e5b90e52,b08efc27-da40-505a-6f9d-c9e14247bf36
9a36cc29-783a-d9f4-5c7c-047c0de97b3d,340750.0,USA,Georgia,Morgan,series_a,15000000.0,,2.0,18cf5e6e-e986-11c2-fe62-81c6e4b1152d,fe2d1e8b-f607-3c9f-fad7-98fb8412f77e
7618f73c-6d32-8b6f-4aae-114fd051289d,138670.0,USA,California,San Francisco,series_a,1000000.0,,1.0,0d7c01ed-38ea-0753-d398-9d7d3d07882f,
c97bcf5d-b7fe-db15-c0e0-a03e2a6b9156,140216.0,USA,California,San Francisco,series_a,1000000.0,,1.0,0d7c01ed-38ea-0753-d398-9d7d3d07882f,
d259cceb-fdac-9aa8-2d5a-c53f37e60c6c,276243.0,USA,California,San Francisco,series_c,20000000.0,,5.0,90374c1a-7f5a-5b32-3bb8-c4e5c2d62d9d,
472e42e4-e2a7-8a32-f4c6-fff795b09dcf,205869.0,USA,California,San Francisco,series_b,8000000.0,,4.0,90374c1a-7f5a-5b32-3bb8-c4e5c2d62d9d,"fe5a4983-a46a-2fc2-5633-e35e0a86b694,3213cd7d-06e0-3ecb-3359-29aa8deddfa6"
ed8192bf-c53b-aaae-2af1-d4b55cadb26e,95549.0,USA,California,San Francisco,series_a,8000000.0,,4.0,309e0502-ad2f-35ea-ee52-38dcb58702fd,
1ac09130-0ec5-87e1-e0e3-3b87b4408ac9,356413.0,USA,California,San Francisco,series_b,11000000.0,,6.0,309e0502-ad2f-35ea-ee52-38dcb58702fd,63e52b66-b298-edd1-6055-c7e712933c6e
c80b42fd-b6d0-5a74-5ca8-1bf3eb3f1eaa,340631.0,USA,Illinois,Chicago,series_a,1000000.0,,1.0,10dd03fa-69ff-3a82-6321-c6b16c9a9f41,0d0e9f93-0f9a-2cd1-d5dd-7d31284d6124
6dcbda15-0962-fe43-dd50-9d678caada34,339971.0,USA,Illinois,Chicago,series_b,7000000.0,,4.0,10dd03fa-69ff-3a82-6321-c6b16c9a9f41,c92eba74-4a90-0fd9-9e5e-4144f978ffc2
ccd4eb89-6b6b-0abb-40d8-7bc7a70c9961,304188.0,USA,California,Mountain View,series_a,7000000.0,,3.0,032eea86-255c-8c0f-f333-8665f1fefa69,
f545e569-5573-f25d-4d9f-8c1e1580751f,266372.0,USA,California,Mountain View,series_b,4000000.0,,3.0,032eea86-255c-8c0f-f333-8665f1fefa69,
42ae09b8-3b41-1961-bfc7-cfdec5e3e9ab,327396.0,USA,California,Mountain View,series_c,15000000.0,,3.0,032eea86-255c-8c0f-f333-8665f1fefa69,17766aa6-2da1-c1eb-d14d-2277ae1f34c7
8a30ae32-4043-f870-69b8-e31f45670df7,95379.0,USA,New York,New York,series_a,10000000.0,,2.0,e9902eb8-59bb-fe73-2145-634a2220bd78,"00512295-30cd-2ec6-2ded-ea51b3aed16d,d29973c3-95ec-691d-defd-6a6ba713c72a"
25b142a6-ea15-fe19-c4d1-a6767eacbf2b,95098.0,FRA,Ile-de-France,Neuilly-sur-seine,series_a,4800000.0,,2.0,a0f5e737-d973-703c-7f66-0fc31d0e4b5b,"d0cdfdc0-517d-ce18-4a74-194f506bccad,7475db43-36a9-414d-f7a9-b92b78bae47b"
168bd08b-3697-3f40-7cd7-352635bf4644,361284.0,USA,California,Brisbane,series_a,1100000.0,,1.0,57267573-e339-efe8-8d23-b9c3783d091e,
624e02dc-ea70-e868-dc38-831c41e09997,230704.0,USA,California,Brisbane,series_b,10000000.0,,3.0,57267573-e339-efe8-8d23-b9c3783d091e,
3ce1861a-1582-1cf7-6081-ad1e848a1a51,306983.0,USA,California,Brisbane,series_c,18500000.0,,5.0,57267573-e339-efe8-8d23-b9c3783d091e,
8b525e1a-b5a3-287d-29cb-35366e1dcf1a,328970.0,GBR,England,London,series_a,5000000.0,,4.0,4a628e49-6ac3-3d95-0074-7859491273fe,
049bb132-e440-88cf-ea4b-028f4e45c332,134116.0,USA,California,Oakland,series_b,9315362.0,,7.0,aeec75a9-d7a3-71e6-94ff-4e5ce16b4d0d,98e158f9-8bee-a447-c7f7-4cb7b0ef3ee8
ba917b80-340a-59d2-8c56-cd52af10c3ee,196565.0,USA,California,Oakland,series_c,12000000.0,,5.0,aeec75a9-d7a3-71e6-94ff-4e5ce16b4d0d,796e4250-e66a-1c7b-6ccf-5a4fbd3b1936
8e2ec53a-47f2-fd32-d197-618fff5a91cd,299398.0,USA,California,San Mateo,angel,350000.0,,3.0,0e1154ac-b634-ed9a-8760-f121ae6ada61,
4724d7e1-bb72-7759-16b2-a5dc8236634e,264746.0,USA,California,San Mateo,series_unknown,2100000.0,,3.0,0e1154ac-b634-ed9a-8760-f121ae6ada61,
67e6e8cf-7f2d-b415-5d82-80d9c11c69da,139229.0,USA,New York,New York,series_a,,,2.0,61fe112e-e4fc-0fa2-dc41-b3e25d0441db,
c4841e02-25cc-9a97-cdfe-ebd940c1e668,166275.0,USA,California,San Francisco,series_a,4000000.0,,1.0,9bc6d32d-0bd1-6c54-b7b2-d7436e948bc0,0c867fde-2b9a-df10-fdb9-66b74f355f91
a679f811-49f8-831a-c8c4-194f2a0ce93f,359235.0,USA,California,San Francisco,series_b,8000000.0,,2.0,9bc6d32d-0bd1-6c54-b7b2-d7436e948bc0,"7556b83a-5479-6f65-72c6-99ab8c3bc81b,0c867fde-2b9a-df10-fdb9-66b74f355f91"
44bcef4d-3265-0299-4aac-d3df99622f1d,210634.0,USA,California,Mountain View,series_a,3500000.0,,3.0,1567a263-a0ac-54db-99df-68fdf84f1841,
6cf47c94-fe55-dd8a-69db-63dc70e42f65,265210.0,USA,California,Mountain View,series_b,9000000.0,,1.0,1567a263-a0ac-54db-99df-68fdf84f1841,eb9ce478-e454-486d-9d1e-a4c53e655bdb
b521a57c-11d1-56de-6da2-a2a57debba89,175483.0,USA,California,Sunnyvale,series_a,4700000.0,,2.0,86da6213-5b43-6419-4047-472102ccf66f,0c867fde-2b9a-df10-fdb9-66b74f355f91
1de6572f-c5e6-5da6-2ee1-7c7cbf10cd8e,128418.0,USA,California,Sunnyvale,series_b,10000000.0,,1.0,86da6213-5b43-6419-4047-472102ccf66f,e2006571-6b7a-e477-002a-f7014f48a7e3
708ab8c3-b144-d4ad-d069-be8dae8c5724,264916.0,USA,California,Sunnyvale,series_c,12800000.0,,3.0,86da6213-5b43-6419-4047-472102ccf66f,"beadb218-e5fa-2686-bc95-4dfaa9acc2e8,aefa3a84-5193-00c3-5cbf-ec5ec2645672"
