company_name,employee_count,num_funding_rounds,fd_rd_latest_investment,cat_lending_invests,cat_payments,cat_commerce_shopping,first_fund_investor_count,first_fund_post_money,num_exec,fd_rd_num_invested_by_top_100,average_momentum
Young Alfred,2,3.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.8042017630371845
Upside,1,2.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,2.2281639928698747
Risika,2,3.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0036142727000366
taxProper,1,2.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,2.2924340383084316
Bizzy Labs,2,4.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.82325060075199
iFunding,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.9505029639789893
Block360.Pro,4,4.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.9445075295353185
The Cents factory,1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.728517267704391
findCRA,1,4.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.8862235188106435
Planwise,1,4.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,1.2017692131114026
AimBrain,2,5.0,2.0,0.0,1.0,0.0,4.0,0.0,9.0,0.0,2.3636990599970598
Even.com,4,5.0,3.0,0.0,0.0,0.0,10.0,0.0,10.0,3.0,0.6621861900986731
Reesio,1,4.0,1.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,1.969131766008615
HITbills,2,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.586503439296968
ePaisa - enabling commerce,3,4.0,1.0,0.0,1.0,1.0,3.0,0.0,12.0,0.0,2.1922087947781463
Rokfin,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0625863351397302
Vouch Insurance,1,2.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,3.8045034375072095
Streak,2,2.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.7635213638948496
Kingfield,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8704778856069274
LunarCRUSH,1,3.0,1.0,0.0,1.0,0.0,5.0,0.0,7.0,1.0,1.2523338949861105
Layr,1,2.0,1.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,1.5513668650200017
Bond Street,2,4.0,2.0,0.0,0.0,0.0,8.0,0.0,10.0,1.0,1.043206401961133
Dudong.com,2,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3346320086570953
SafetyWing,1,4.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,0.9311697431911444
Youxin Pu Hui,0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.9868556436241744
Moula,3,3.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.8572473157367169
PayTap,4,2.0,1.0,0.0,1.0,1.0,3.0,0.0,6.0,0.0,2.4592431679150737
Amino Payments,2,2.0,1.0,0.0,1.0,0.0,8.0,0.0,5.0,2.0,1.6739784783219782
PrefLogic,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.985492266711668
MainStreet,2,2.0,1.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,2.9510690058302527
Preo,1,3.0,1.0,0.0,1.0,1.0,5.0,0.0,2.0,0.0,1.2635488796731942
AsiaKredit,2,4.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.9735424901169831
hypcloud,2,3.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,2.4465666988134145
Mythical Games,3,4.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,1.9104579526847008
Quadrant.io,2,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.7718697146881717
Finom,2,2.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.036511687227509
Get,2,2.0,1.0,1.0,1.0,0.0,3.0,0.0,10.0,0.0,0.7604273601764191
LendEDU.com,2,2.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,0.9515562702800432
StockViews,2,4.0,1.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,1.3968136800758533
Konzortia Capital Inc,2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5810084704005254
FinAi,2,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.7131104842819684
Addi,2,5.0,3.0,0.0,0.0,0.0,4.0,0.0,11.0,1.0,1.880068145977144
EVOLLIS,2,3.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.7688618175940058
Khatabook,4,4.0,3.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,2.584835965144803
Partender,2,4.0,1.0,0.0,0.0,0.0,25.0,0.0,10.0,0.0,0.7605801080998857
ThriveCash,2,2.0,2.0,1.0,0.0,0.0,14.0,0.0,2.0,0.0,1.2
RoadSync,2,4.0,2.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,3.8975243452117527
Tiger Brokers,5,5.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5099761219356962
AlphaSense,4,4.0,3.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,1.2165547920811008
Wyre,2,6.0,2.0,1.0,1.0,0.0,13.0,0.0,6.0,0.0,2.196939063220087
Public Good Software,1,2.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,1.7645868185364673
USDX Wallet,2,2.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.9101102133593109
Rupeek,0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0872116475981175
Remote,4,2.0,2.0,0.0,1.0,0.0,9.0,0.0,11.0,1.0,2.06998266389519
Affordplan,4,3.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.7316254844681325
The NAGA Group,4,3.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.3880648586747302
Weeleo,1,2.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.6444532592886465
Neosurance,2,4.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,2.509085905015072
Life.io,2,5.0,1.0,0.0,0.0,0.0,8.0,0.0,19.0,0.0,1.0150064804259915
BondCliQ,1,3.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.7008299134875651
Wantworthy,1,3.0,1.0,0.0,0.0,1.0,7.0,0.0,3.0,0.0,1.9238862031106605
Capitolis,3,5.0,3.0,1.0,0.0,0.0,2.0,0.0,14.0,2.0,1.7970871391251688
Korea Credit Data,2,8.0,3.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,2.1445666255885247
Pumpkin,2,2.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.231657021530086
Atomic FI,2,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.136618316899515
Deserve,2,7.0,4.0,1.0,1.0,0.0,4.0,0.0,28.0,2.0,0.8777032541022692
Xtransfer,2,4.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.5227513227513214
Ysplit,1,2.0,1.0,0.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0186108810976262
Reloyalty,2,3.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.7689751581663815
Hummingbird Trading,1,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-0.22222222222222232
Vouch Financial,2,3.0,2.0,1.0,0.0,0.0,5.0,0.0,6.0,0.0,2.674156675729599
DwellAware,1,2.0,1.0,0.0,0.0,0.0,7.0,0.0,24.0,0.0,3.647961659588283
ReadyForZero,2,3.0,2.0,0.0,0.0,0.0,6.0,0.0,11.0,1.0,5.276036780519612
Sky.Garden,2,6.0,2.0,1.0,1.0,1.0,2.0,0.0,9.0,0.0,1.186642718828069
nanopay,4,4.0,2.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.8287370393820638
LoanXpress.com,2,2.0,1.0,0.0,0.0,0.0,1.0,3606266.0,7.0,0.0,1.9525346198326785
Coya,4,2.0,2.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,1.3370771493515177
iRAID,4,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.5950001819538597
figo,2,6.0,3.0,1.0,0.0,0.0,6.0,0.0,14.0,0.0,1.3442850967933972
Cover,2,2.0,2.0,0.0,1.0,1.0,14.0,0.0,14.0,1.0,0.9127522904377792
Qupital,4,6.0,2.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,0.8708622710532243
CDRX,2,4.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.542420057069542
Papaya Global,4,5.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.2451819667921749
Griffin,2,3.0,1.0,1.0,0.0,0.0,12.0,0.0,2.0,0.0,1.023398076227197
Smile Identity,1,3.0,1.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.9512195121951221
Credit Engine,2,2.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,1.9707850513344167
Flowcast,2,6.0,2.0,0.0,0.0,0.0,9.0,0.0,21.0,0.0,1.6202034050648877
SubsBase,1,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.769754888947881
Xolo,4,3.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.7684196357699831
Witnet Foundation,1,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.8929548260201987
Secfi,2,3.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,2.4271171406037446
ScriptPad,1,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,3.641373613085024
Cybertonica,2,4.0,2.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,2.6728357941684084
CAMPFIRE,3,7.0,4.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,0.9219426836728544
Donut,1,3.0,0.0,0.0,1.0,0.0,12.0,0.0,5.0,0.0,0.9702535735631012
Outpost,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3804800634794683
Wawllet Enterprises Limited,3,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.8356164383561644
Eversend,1,9.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,5.0,1.5896629814399732
Invesdor,2,13.0,1.0,0.0,0.0,0.0,3.0,0.0,29.0,0.0,0.9284374008174664
Way2Pay,1,3.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.3853679644900234
Expansion Capital Group,3,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6444485821314054
BrickVest,1,7.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.866939770506768
All of Us,1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.9642287338384152
Numeos,1,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1967964402201867
IdeaTech,2,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.39416921672532
MyWishBoard,1,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.318181818181818
FundShop,2,3.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.9131727983673286
Finizens,2,4.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.3895848395767263
Tithe.ly,3,8.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.3193326214556431
SOMOS MOTO,1,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.5074682985360843
Oper,2,3.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,2.6887720049542394
Zero Locus,1,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.6541791142414792
TeamKraft,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3333333333333326
HOPR,1,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.5467697637132527
Pagaya Investments,4,7.0,5.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,1.255556633034783
Advanon,2,4.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,1.838889665372372
Alloy,3,6.0,3.0,0.0,1.0,0.0,9.0,0.0,9.0,1.0,0.8339151207219375
Ecoligo,2,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.1305268858378017
Wallit,1,2.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,6.291974996238494
Transak,1,3.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.2325078690887028
bsurance,2,2.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.5205738538806968
YAP,4,2.0,2.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,4.209080743608194
Arextech,1,3.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.821368460992149
Vemo Education,2,4.0,1.0,0.0,0.0,0.0,18.0,0.0,10.0,0.0,0.6562724454291232
Coin,2,3.0,2.0,0.0,1.0,0.0,1.0,0.0,14.0,1.0,1.5762988605245047
Payhawk,2,3.0,1.0,0.0,1.0,0.0,18.0,5296599.0,5.0,0.0,1.8642081991416641
Mise,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,4.4569238311717125
Ittavi,1,6.0,2.0,1.0,1.0,0.0,14.0,0.0,5.0,0.0,0.8635376363011087
Qapital,3,5.0,3.0,1.0,0.0,0.0,12.0,0.0,11.0,0.0,0.7768985448220651
HomeyLabs,1,3.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,2.3804800634794714
LinKids,3,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.983826019335736
Authenteq,2,8.0,2.0,0.0,1.0,0.0,5.0,0.0,5.0,3.0,1.2419123733366155
Vauban,1,3.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.8113326497513398
Piggyvest,2,2.0,1.0,1.0,1.0,0.0,4.0,0.0,5.0,0.0,1.826086956521739
Hubox Wallet,1,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.769943967245556
CryptoTax,1,4.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0770940920401046
savedroid,2,4.0,1.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,1.7106057944423638
MERGIMS,1,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.5
Indio Technologies,3,3.0,3.0,0.0,0.0,0.0,7.0,0.0,13.0,2.0,0.8321015641347979
JustInvesting,2,2.0,1.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,2.0044250154016905
ChangeCoin,2,2.0,1.0,0.0,1.0,0.0,14.0,0.0,24.0,0.0,2.567184382183744
Aerial Partners Japan,1,2.0,1.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,0.9104595924055592
Float,1,3.0,1.0,1.0,0.0,0.0,3.0,0.0,5.0,1.0,0.7979253939756639
Zuu Online,2,3.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.157875527480325
Merito,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.6901626646010843
Axle,1,6.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,2.1493453105060496
Change Invest,2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.2971975876153727
Lumanu,2,3.0,1.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0,0.17697548889478806
Final,2,5.0,1.0,1.0,1.0,0.0,12.0,0.0,9.0,0.0,2.638166137767975
BlueX Trade,2,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.823078562826325
EarlyBird,1,2.0,1.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,1.5027037841718955
Dave,4,5.0,3.0,0.0,0.0,0.0,11.0,0.0,13.0,1.0,1.007577782246164
GoCoin,2,3.0,2.0,0.0,1.0,0.0,15.0,0.0,17.0,0.0,3.758431744901392
Oddup,2,5.0,2.0,0.0,0.0,0.0,13.0,1100000.0,5.0,1.0,1.764009052875024
VeryLastRoom,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.6016168094248011
DAYLI Financial Group,5,4.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.8174297270032207
Yapily,3,3.0,2.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.8237803714815908
Earny,2,3.0,2.0,0.0,0.0,1.0,4.0,0.0,7.0,1.0,0.7515689000789147
Wise,2,2.0,2.0,1.0,1.0,0.0,11.0,0.0,2.0,0.0,1.4121491901996843
Doorr,1,3.0,1.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.8873980601478406
Yuansfer,2,4.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.7117643020662627
Public.com,2,5.0,4.0,1.0,0.0,0.0,1.0,0.0,7.0,6.0,1.523742743546
CoverHound,4,6.0,5.0,0.0,0.0,0.0,3.0,0.0,23.0,1.0,1.0371671628388897
+Simple.fr,3,3.0,2.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,2.3117526790935115
Smartr365,2,2.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,2.0021336778979344
Lanistar,2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0572912287926237
BankZee,1,2.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.16321632901137986
Joist,2,3.0,2.0,0.0,1.0,0.0,5.0,0.0,10.0,1.0,0.7142857142857143
StarkWare Industries Ltd.,2,2.0,2.0,0.0,0.0,0.0,11.0,0.0,5.0,1.0,1.7697548889478805
XanPool,2,4.0,1.0,0.0,1.0,0.0,7.0,0.0,3.0,0.0,1.2692579676157896
Alp,2,2.0,2.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.716297028517973
Cartesi,2,4.0,1.0,0.0,0.0,0.0,5.0,0.0,11.0,1.0,1.3407078280724494
CTCF,0,3.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.8750276868899022
uQontrol,2,2.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,2.645502645502648
HireAthena,2,3.0,2.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,1.653735587771629
Credgenics,2,2.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.6620130301821567
asistensi,2,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.896165952444158
Vic.ai,2,3.0,2.0,0.0,0.0,0.0,4.0,0.0,9.0,1.0,0.7637795275590551
Cash Suvidha,2,5.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9708276249848602
MoneyMatch,3,4.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,1.2440995081310555
OffGridBox,2,5.0,1.0,0.0,1.0,0.0,16.0,0.0,7.0,0.0,1.579950454290645
CupomNow,2,2.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.6444532592886367
Atlas Holdings,2,5.0,1.0,0.0,1.0,0.0,17.0,0.0,11.0,1.0,1.0524370649023362
TrueLayer,4,6.0,4.0,1.0,0.0,0.0,9.0,0.0,11.0,1.0,1.3302310365074537
Just Auto Insurance,2,3.0,1.0,0.0,0.0,0.0,10.0,9200000.0,4.0,0.0,1.7542415972234382
VENDi,1,2.0,1.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0,0.960201720866152
Julaya,1,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.9718304182407052
PagueVeloz,1,3.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.487060310576538
Pie Insurance,4,4.0,3.0,0.0,0.0,0.0,3.0,0.0,9.0,1.0,1.3998585591388493
Lambda,2,6.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.259063244244509
PlanetWatch,1,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5999910527637704
Planet42,2,7.0,1.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,1.5680950665819395
Hasb,1,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.1719538084923644
Airtm,2,5.0,2.0,1.0,1.0,0.0,6.0,0.0,7.0,0.0,1.2810732452883236
Landed,2,6.0,2.0,0.0,0.0,0.0,16.0,0.0,6.0,1.0,1.0254247946354411
Airbanq,2,3.0,1.0,1.0,0.0,0.0,7.0,0.0,10.0,0.0,3.3307465580153703
DataWallet,2,4.0,1.0,0.0,0.0,1.0,3.0,0.0,13.0,0.0,1.095148526727509
CreditMate,3,3.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.093899081732493
Practifi,2,4.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.5945901727952273
Mintifi,3,3.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.601261867697355
Bestow,4,4.0,4.0,0.0,0.0,0.0,5.0,0.0,16.0,1.0,1.036354473884592
Trust & Will,2,5.0,3.0,0.0,0.0,0.0,11.0,0.0,4.0,1.0,1.134397994354343
TalkBe,1,2.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,3.1710069739545625
Fig Loans,1,4.0,1.0,1.0,0.0,0.0,11.0,0.0,2.0,0.0,0.82330140570482
FriendlyScore,2,7.0,1.0,0.0,0.0,0.0,5.0,1991764.0,6.0,0.0,1.6680069433613485
Civic,2,5.0,1.0,0.0,0.0,0.0,13.0,0.0,9.0,0.0,1.3546047324963515
BitPay,4,6.0,3.0,0.0,1.0,0.0,10.0,0.0,27.0,2.0,1.1239507350250009
Valiant,1,3.0,3.0,1.0,0.0,1.0,2.0,0.0,7.0,0.0,0.7074828824795096
SoMoLend,4,4.0,1.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,1.973100619486032
Crowdvance,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.8461538461538465
Signifyd,4,5.0,5.0,0.0,1.0,1.0,11.0,0.0,18.0,2.0,0.761438199791399
Sia,1,7.0,1.0,0.0,1.0,0.0,22.0,0.0,6.0,1.0,0.945070369706018
AsicVault,1,3.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.8466543021406857
BTCjam,2,3.0,2.0,1.0,1.0,0.0,5.0,0.0,13.0,1.0,0.8065470674713938
FloodFlash,2,2.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.3014944659811216
Rebellion Pay,2,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.5812338865015585
RexPay,2,3.0,1.0,0.0,1.0,0.0,0.0,2825000.0,3.0,0.0,1.6413885555248022
FutureAdvisor,2,5.0,3.0,0.0,0.0,0.0,9.0,0.0,15.0,1.0,0.5592539863555939
SteamChain,1,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.6974789915966386
YUNCAIJING,4,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.429429748690593
Aracar Group,3,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8044830878601386
WalletFi,1,2.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.9968714970790572
CrowdIPR,0,3.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,2.5668109058180133
Chime,6,8.0,7.0,1.0,1.0,0.0,3.0,0.0,26.0,1.0,0.7375776701978378
Grove,2,3.0,2.0,0.0,0.0,0.0,10.0,0.0,4.0,1.0,1.1683168316831682
AdYapper,2,4.0,2.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,2.4954040314472157
Dharma Labs,1,3.0,2.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,1.2895931333664228
Commandiv,1,2.0,1.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,6.134824567612848
Policygenius,5,6.0,5.0,0.0,0.0,0.0,5.0,0.0,22.0,2.0,1.9950201684590216
Privlo,1,3.0,1.0,1.0,0.0,0.0,3.0,0.0,8.0,1.0,1.5784664679887388
"TrustFund, Inc.",1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7604273601764191
Jasper,2,7.0,2.0,1.0,1.0,0.0,11.0,0.0,13.0,1.0,1.0605960549829003
Bext360,2,3.0,1.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.9450549450549448
iFarmer,2,4.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.258243332383972
Hastee,4,5.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.274716717359927
Stackin',2,6.0,3.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,1.790065954986414
Corlytics,2,4.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.3868470347154762
Flow,5,5.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.5870041450628599
Casual Steps,2,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2462846216608905
Investsure,1,3.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,1.250399190777581
BILL BEAR,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.163068826575888
Moveline,2,7.0,2.0,0.0,0.0,0.0,18.0,0.0,13.0,0.0,0.935193630405562
Emergent One,1,2.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,1.8875719414211625
Queen of Raw,2,3.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,1.3960784460880786
HintMD,2,7.0,3.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.2468101915942118
HappyPal,2,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.7161250823276224
Coda Payments,4,8.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,2.0395417111756977
Creditas,0,8.0,6.0,1.0,0.0,0.0,2.0,0.0,18.0,0.0,0.7786745235065285
Unnax,2,2.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0851479698626003
Filecoin,2,6.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.6654481366687365
Neurensic,2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.9194289384142224
Envel,2,5.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,1.4768975208593498
Instant Financial,2,3.0,2.0,1.0,0.0,0.0,11.0,0.0,7.0,0.0,1.031738692024431
Flume Health,2,2.0,1.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,1.5237448633885575
Bitwala,3,7.0,2.0,1.0,1.0,0.0,5.0,0.0,14.0,2.0,1.4938082238758037
SmartWall (SwissPay),1,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0626710236178636
Bolt,4,6.0,4.0,0.0,1.0,1.0,2.0,0.0,19.0,0.0,0.7051518952052809
Happay,5,7.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,1.3353429126487193
Folio App,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6365010188838278
Magnr,1,2.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0,0.6666666666666666
B2B Pay,2,4.0,1.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,2.5597104886588977
Yolo Insurance,1,2.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0569729642246688
