company_name,status,num_funding_rounds,total_funding_usd,founded_on,employee_count,cat_pca_0,cat_pca_1,cat_pca_2,cat_pca_3,cat_pca_4,fd_rd_latest_investment,fd_rd_investment_type_series_unknown,fd_rd_investment_type_grant,fd_rd_investment_type_debt_financing,fd_rd_investment_type_pre_seed,fd_rd_investment_type_post_ipo_equity,fd_rd_investment_type_convertible_note,fd_rd_investment_type_equity_crowdfunding,fd_rd_investment_type_private_equity,fd_rd_investment_type_undisclosed,fd_rd_investment_type_post_ipo_debt,fd_rd_investment_type_corporate_round,fd_rd_investment_type_product_crowdfunding,fd_rd_investment_type_non_equity_assistance,fd_rd_investment_type_initial_coin_offering,fd_rd_investment_type_secondary_market,fd_rd_investment_type_post_ipo_secondary,fd_rd_num_invested_by_top_100,event_count,job_duration,gender_male,gender_female,degree_type,subject_Business,subject_STEM,subject_Arts_SoSc,num_exec,first_fund_raised,first_fund_post_money,first_fund_investor_count,has_parent,continent_NA,continent_EU,continent_AS,continent_SA,continent_AF,continent_OC,country_code_USA,country_code_GBR,country_code_IND,country_code_CHN,country_code_CAN,country_code_SGP,country_code_AUS,country_code_DEU,country_code_BRA,country_code_CHE,country_code_ESP,country_code_FRA,country_code_NLD,country_code_HKG,country_code_ISR,country_code_KOR,country_code_SWE,country_code_JPN,country_code_MEX,country_code_IDN,city_London,city_New York,city_San Francisco,city_Singapore,city_Toronto,city_Beijing,city_Mumbai,city_Los Angeles,city_Chicago,city_Sydney,city_Paris,city_São Paulo,city_Tokyo,city_Berlin,city_Boston,city_Stockholm,city_Shanghai,city_Tel Aviv,city_Amsterdam,city_Madrid,status_operating,status_exited,status_closed,has_acquisitions,has_ipo,org_uuid,average_change_in_funds,average_momentum,latest_momentum
All of Us,operating,3.0,4025000.0,4.0767,1-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9945,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3500000.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63fa63c6-a528-4c86-bf2c-1d49aba1767e,1.4782608695652173,2.9642287338384152,2.964228733838415
PayPlug,acquired,5.0,13316538.0,8.7507,11-50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0767,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,6.0,1832166.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55003c8d-441c-80bb-2d71-e26d212a9441,0.5575464514181891,0.9346805303154536,0.33166655871775785
Zeitgold,operating,5.0,57011648.0,6.0795,101-250,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,52.3534,1.0,0.0,0.7272727272727273,0.5454545454545454,0.0,0.0,11.0,0.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,54c9fba5-a3ea-73bb-cf6c-ffcd396e74a3,0.5798449682273873,0.8251036298502784,1.8015935357494595
AID:Tech,operating,10.0,3180350.0,4.7068,11-50,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,55.263,0.8421052631578947,0.15789473684210525,0.5263157894736842,0.05263157894736842,0.2631578947368421,0.05263157894736842,19.0,1180350.0,0.0,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,c2bd02ac-b368-4324-a9ff-e603f8f909a7,0.5154464131306302,0.22859961554489536,0.22859961554489538
OwlTing,operating,4.0,5700000.0,10.4164,101-250,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.6986,1.0,0.0,1.0,0.16666666666666666,0.3333333333333333,0.0,6.0,2100000.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8b0259e0-2484-61fd-f708-6552fd353336,0.9084249084249084,0.3414180869659888,0.29873932006930753
SaveUp,operating,2.0,7000000.0,9.8356,11-50,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.9616,0.7142857142857143,0.2857142857142857,1.1428571428571428,0.2857142857142857,0.0,0.5714285714285714,7.0,2000000.0,0.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b8ed84d1-bd78-354d-9474-6d669c72e636,0.8571428571428571,0.8547495583793943,0.8547495583793943
SMECorner,operating,6.0,49821162.0,7.0795,251-500,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5041,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,6.0,3305907.0,0.0,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14a18db6-ed0c-7ce4-e8f5-a90cc81601d5,0.6962833456127171,0.7933937947023759,0.7880361103913179
One,operating,2.0,26000000.0,2.0767,11-50,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.7589,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.0,0.0,0.14285714285714285,7.0,9000000.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,c8c5381b-057b-4f85-a6f0-a8660df1226a,0.6153846153846154,0.6136663496057193,0.6136663496057193
GINKAN,operating,2.0,988072.0,5.1644,11-50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9945,1.0,0.0,0.0,0.0,0.0,0.0,1.0,988073.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2283137d-961f-43bf-b2da-6bd877024fdd,0.9155011826049291,0.9155011826049291,0.915501182604929
StashAway,operating,5.0,35984125.0,5.0795,101-250,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0849,1.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,7.0,2666200.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a0af5e86-e010-bfb8-09ff-1364b564cd66,0.7828454412786383,0.727521396781106,0.9810009395524788
Equibit Group,operating,2.0,720000.0,5.3699,1-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,38.9315,1.0,0.0,0.5,0.0,0.375,0.0,8.0,150000.0,3000000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56999927-b131-c86d-6f8f-cd484f046a0c,1.1666666666666667,0.9338562928573332,0.9338562928573333
LivFin,operating,3.0,9687802.0,4.0767,11-50,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9836,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,3.0,5000000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,180f8846-9145-4016-b0b0-0cfe0cca860b,-0.06445177141316473,-0.06427181034420096,-0.06427181034420096
Ascend Consumer Finance,operating,2.0,12500000.0,7.0795,1-10,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9945,1.0,0.0,0.5,0.25,0.0,0.0,4.0,1500000.0,0.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a92f783c-e618-bb0d-3483-20748223e29a,1.52,1.5159070509624015,1.5159070509624017
QRails,operating,5.0,17800000.0,4.663,101-250,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0712,1.0,0.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.0,6.0,9800000.0,0.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a18edd9d-60f3-4015-82ca-a93072f93e54,0.5093486757458792,1.3519206408149078,2.4683521985965617
FutureFuel.io,operating,4.0,15775000.0,6.0795,11-50,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.6658,0.6,0.4,0.0,0.0,0.0,0.0,5.0,4575000.0,5600000.0,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6d3fe07e-e4eb-e82c-ca92-7d3df101dbda,0.8807933616676786,0.7807983936866341,0.40110296021277414
ChangeCoin,closed,2.0,4250000.0,8.0795,11-50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,138.4384,0.7916666666666666,0.20833333333333331,0.2916666666666667,0.04166666666666666,0.04166666666666666,0.04166666666666666,24.0,4250000.0,0.0,14.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4985c685-53b4-71de-5a26-34ae241538d6,1.2941176470588236,2.567184382183744,2.567184382183744
CircleUp,operating,6.0,253000000.0,9.0822,101-250,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,222.0877,0.7916666666666666,0.20833333333333331,0.6875,0.22916666666666666,0.25,0.125,48.0,1500000.0,0.0,8.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,aab17827-023a-766a-b5ee-d3c762b52ecc,1.035879523240494,0.7369227546039863,1.3333333333333333
PayCore.io,operating,2.0,800000.0,4.0767,11-50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,800000.0,900000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,686f2a9f-152e-4358-8a0f-91f23ccee56a,1.75,3.49022736338253,3.49022736338253
Nethermind,operating,3.0,190151.0,3.4712,1-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.3808,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90151.0,4476486.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8d9e1dcc-3948-4aa2-961b-b615bfa79ce4,0.28648386383258057,1.1491530839654256,0.0
The Floor,operating,2.0,7000000.0,6.0795,11-50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3233,1.0,0.0,1.1666666666666667,0.16666666666666666,0.3333333333333333,0.3333333333333333,6.0,2000000.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9d7fd52e-a3ff-276a-5c5a-89a966d64232,0.8571428571428571,0.3426652503169653,0.3426652503169653
InPact.me,closed,2.0,81337.0,10.0822,1-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.989,1.0,0.0,1.0,0.5,0.0,0.0,2.0,40000.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,a6b88ba4-b795-fe39-2ea0-be68130a6227,-0.03287556708509043,-0.1304585995440102,-0.1304585995440102
INSTO,operating,3.0,2000000.0,7.326,11-50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.9178,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2000000.0,9700000.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,edd7c1e0-9a69-e82c-2b7d-cbb2382576a0,1.4,0.9324630345011321,0.932463034501132
Mavatar,operating,3.0,4300000.0,10.0548,11-50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,64.5123,0.875,0.125,1.0,0.25,0.25,0.5,8.0,700000.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,f038536d-242d-2299-33b8-7683ce017927,-0.09017713365539448,0.3445166122947172,-0.34973594935823454
Startbahn,operating,3.0,4143351.0,6.8493,11-50,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.2192,0.8888888888888888,0.1111111111111111,0.5555555555555556,0.0,0.1111111111111111,0.1111111111111111,9.0,904435.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,febfe761-f005-4655-b35c-efd9989ddd9c,-0.20867225654011526,-1.8585992437275591,2.0431330519146833
Gig Wage,operating,4.0,10720000.0,6.6658,1-10,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.989,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3220000.0,0.0,7.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d599c1ae-69c9-998f-6f67-be764e16f7ff,0.2480227098818977,2.2829401237237703,0.17840205281295438
Oval Money,operating,9.0,10939843.0,5.0795,51-100,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.4411,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,9.0,427125.0,0.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,d6049fc8-f4bf-4231-f92e-57bac9f1f559,0.9129383188257424,1.0819815625216092,1.5312135717651734
Figopara,operating,2.0,1743000.0,4.0767,1-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1743000.0,0.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51a76556-b09b-4c8c-8b27-ff07467ecee2,0.2948938611589214,0.3928251780457193,0.39282517804571926
Nous,operating,3.0,1356822.0,9.0822,1-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.6603,0.8333333333333334,0.16666666666666666,1.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,6.0,1356822.0,5773993.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,a59cf65f-6e01-3b91-a655-29fe23df44a4,0.21642042950364895,0.21642042950364895,0.21642042950364898
Gauntlet,operating,2.0,7358172.0,3.0767,11-50,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.989,1.0,0.0,0.5,0.0,0.5,0.0,2.0,2945000.0,0.0,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6c3c28ec-245c-47e1-9c83-56ca236cc4af,0.3990588966933635,0.22794247826204575,0.22794247826204578
Coinsquare,operating,5.0,42070113.0,7.0795,51-100,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.3315,0.7272727272727273,0.2727272727272727,0.5454545454545454,0.09090909090909093,0.18181818181818185,0.09090909090909093,11.0,5192494.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5ff0c6bb-a034-4658-b46f-2f14b064e04a,0.7188040422234178,2.9148582409708763,2.914858240970876
Pagamobil,operating,3.0,1064067.0,6.5808,11-50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4959,1.0,0.0,1.3333333333333333,0.0,0.0,0.0,3.0,1064067.0,10727690.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44164fcf-f105-46bf-9eed-80ce9f76474a,-0.4929139333805649,-1.5418533928065514,-0.14957909040943634
Better.com,operating,5.0,405000000.0,5.0795,1001-5000,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.3205,0.8235294117647058,0.17647058823529413,0.4117647058823529,0.2352941176470588,0.2352941176470588,0.1176470588235294,17.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,c714a7ce-a10b-9eef-9a40-3a66809f4b1c,0.4042328042328043,0.0223490747776936,-0.8880600328582215
Veridu,operating,4.0,1363179.0,8.9726,1-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.8333333333333334,0.16666666666666666,1.3333333333333333,0.5,0.3333333333333333,0.0,6.0,1363179.0,0.0,8.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,b99bbd5f-b6d6-a79e-da0b-1347feee4cc5,1.6332103120720023,1.0858389150136314,1.0858389150136314
Yoco,operating,4.0,23000000.0,8.0795,101-250,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.3507,0.9,0.1,0.7,0.2,0.1,0.1,10.0,1650000.0,0.0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9fe81824-ad81-dd64-764e-aec796c63510,0.6538039022790622,0.4618280645170288,0.2795527156549521
Harena Data,operating,3.0,940000.0,4.0767,11-50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,940000.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200b9818-f894-4b1f-90da-efc8d5ea2115,0.1656678082191781,0.5155991557896619,1.3863682193990723
Blackwatch Digital,operating,3.0,850000.0,1.9205,1-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8356,1.0,0.0,0.0,0.0,0.0,0.0,1.0,850000.0,2350000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,f07f29c4-8301-4ebd-a887-4e5b05c1b1b5,0.8235294117647058,1.6424599357094252,1.6424599357094252
Long Game,operating,4.0,16974998.0,5.4986,11-50,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1123,0.5,0.5,0.8333333333333334,0.0,0.8333333333333334,0.0,6.0,6625000.0,0.0,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,f02d2e2e-cdde-b013-be79-7fad3e175a37,0.17660305608953766,-1.7681755955348697,1.9849056603773594
Koan,operating,3.0,6000000.0,4.8904,11-50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0493,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,3.0,6000000.0,0.0,8.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,f4f3b8e4-1236-d94e-bfba-2b24a0b39886,-0.3,-0.43710329404849696,0.12300123001230012
